customer_id,merchant_id,customer_name,city,created_at,email_domain,contact_present,city_tier
CUS0000066,M000001,Aishwarya Deshmukh,Kolkata,2024-11-22,outlook.com,0,1
CUS0000067,M000001,Nitin Chakraborty,Ahmedabad,2024-09-24,yahoo.com,0,1
CUS0000068,M000001,Nikhil Venkatesan,Jalandhar,2024-04-09,outlook.com,0,3
CUS0000069,M000001,Lata Narang,Rourkela,2024-07-24,outlook.com,1,3
CUS0000070,M000001,Pallavi Dutta,Kolkata,2024-02-10,outlook.com,0,1
CUS0000071,M000001,Rajni Malhotra,Hyderabad,2024-02-06,corporate.com,1,1
CUS0000072,M000001,Megha Ahuja,Tirupati,2024-12-14,gmail.com,0,3
CUS0000073,M000001,Ashwin Varma,Coimbatore,2024-10-19,outlook.com,1,2
CUS0000074,M000001,Preetha Pawar,Jalandhar,2024-02-26,gmail.com,0,3
CUS0000075,M000001,Shakuntala Grover,Mumbai,2024-04-13,corporate.com,1,1
CUS0000076,M000001,Urmila Pasricha,Jaipur,2024-03-13,outlook.com,1,2
CUS0000077,M000001,Prashant Prabhu,Rourkela,2024-05-24,gmail.com,0,3
CUS0000078,M000001,Dhanush Rajput,Pune,2024-04-16,outlook.com,0,1
CUS0000079,M000001,Yamuna Sidhu,Kolhapur,2024-04-29,yahoo.com,1,3
CUS0000080,M000001,Amit Iyengar,Guntur,2024-07-12,gmail.com,0,3
CUS0000081,M000001,Aarti Kurup,Vadodara,2024-03-10,gmail.com,0,2
CUS0000082,M000001,Aniruddh Nambiar,Mumbai,2024-11-18,yahoo.com,1,1
CUS0000083,M000001,Sneha Bose,Vadodara,2024-09-22,yahoo.com,1,2
CUS0000084,M000001,Alok Mann,Kolhapur,2024-10-04,outlook.com,0,3
CUS0000085,M000001,Payal Suri,Vadodara,2024-03-02,gmail.com,1,2
CUS0000086,M000001,Nalini Gowda,Hyderabad,2024-09-15,yahoo.com,0,1
CUS0000087,M000001,Deepak Gaekwad,Bengaluru,2024-11-01,gmail.com,0,1
CUS0000088,M000001,Kavya Bhasin,Surat,2024-03-04,gmail.com,0,2
CUS0000089,M000001,Seema Mishra,Surat,2024-10-01,yahoo.com,0,2
CUS0000090,M000001,Akshay Bhatt,Ahmedabad,2024-05-10,corporate.com,0,1
CUS0000091,M000001,Sameer Shenoy,Rourkela,2024-10-14,gmail.com,0,3
CUS0000092,M000001,Ritu Panicker,Pune,2024-06-23,outlook.com,0,1
CUS0000093,M000001,Lokesh Mehta,Jalandhar,2024-10-19,gmail.com,0,3
CUS0000094,M000001,Yogesh Rastogi,Kochi,2024-02-23,gmail.com,1,2
CUS0000095,M000001,Payal Mishra,Visakhapatnam,2024-05-22,outlook.com,0,2
CUS0000096,M000001,Rajendra Menon,Bhavnagar,2024-04-09,gmail.com,1,3
CUS0000097,M000001,Soundarya Wadhwa,Bhopal,2024-03-31,corporate.com,0,2
CUS0000098,M000001,Hari Grover,Visakhapatnam,2024-04-22,yahoo.com,1,2
CUS0000099,M000001,Meera Sodhi,Erode,2024-05-19,gmail.com,0,3
CUS0000100,M000001,Aryan Saxena,Lucknow,2024-02-16,corporate.com,0,2
CUS0000101,M000001,Nitin Aggarwal,Warangal,2024-09-15,gmail.com,1,3
CUS0000102,M000001,Neha Sodhi,Delhi,2024-07-19,corporate.com,0,1
CUS0000103,M000001,Diya Patil,Coimbatore,2024-10-29,outlook.com,0,2
CUS0000104,M000001,Rajendra Chawla,Mumbai,2024-09-14,yahoo.com,1,1
CUS0000105,M000001,Mansi Banerjee,Kochi,2024-02-24,gmail.com,1,2
CUS0000106,M000001,Aryan Rastogi,Siliguri,2024-01-26,gmail.com,1,3
CUS0000107,M000001,Leela Shinde,Bhopal,2024-06-03,corporate.com,1,2
CUS0000108,M000001,Deepthi Yadav,Kolkata,2024-06-24,yahoo.com,1,1
CUS0000109,M000001,Tarun Pandya,Hyderabad,2024-03-28,yahoo.com,0,1
CUS0000110,M000001,Roopa Shetty,Lucknow,2024-10-12,outlook.com,1,2
CUS0000111,M000001,Parag Sawant,Mysuru,2024-07-31,outlook.com,1,2
CUS0000112,M000001,Manju Panicker,Guntur,2024-09-30,gmail.com,1,3
CUS0000113,M000001,Vijay Rao,Warangal,2024-02-09,yahoo.com,0,3
CUS0000114,M000001,Elango Shah,Ahmedabad,2024-10-24,outlook.com,1,1
CUS0000115,M000001,Abhinav Pandey,Kochi,2024-03-16,outlook.com,1,2
CUS0000116,M000001,Mina Iyengar,Bhavnagar,2024-06-12,outlook.com,1,3
CUS0000117,M000001,Aarti Chavan,Pune,2024-06-09,yahoo.com,1,1
CUS0000118,M000001,Vikram Grover,Kochi,2024-10-26,gmail.com,1,2
CUS0000119,M000001,Abhinav Khatri,Kolkata,2024-04-11,gmail.com,1,1
CUS0000120,M000001,Sumin Khan,Bhavnagar,2024-03-28,yahoo.com,1,3
CUS0000121,M000001,Yamuna Jindal,Mumbai,2024-05-03,outlook.com,1,1
CUS0000122,M000001,Yogendra Puri,Erode,2024-05-11,yahoo.com,0,3
CUS0000123,M000001,Ramya Khan,Chennai,2024-03-07,corporate.com,1,1
CUS0000124,M000001,Elango Garg,Kochi,2024-03-05,gmail.com,1,2
CUS0000125,M000001,Upendra Mann,Kochi,2024-03-25,yahoo.com,1,2
CUS0000126,M000001,Shailesh Shah,Vadodara,2024-06-19,outlook.com,1,2
CUS0000127,M000001,Anurag Saxena,Hyderabad,2024-05-05,corporate.com,0,1
CUS0000128,M000001,Meera Ahuja,Rourkela,2024-05-23,gmail.com,1,3
CUS0000129,M000001,Riya Bhalla,Guntur,2024-09-19,gmail.com,1,3
CUS0000130,M000001,Manju Mehta,Nagpur,2024-03-28,yahoo.com,1,2
CUS0000131,M000001,Adarsh Prabhu,Jalandhar,2024-11-28,outlook.com,1,3
CUS0000132,M000001,Megha Pandya,Chandigarh,2024-10-01,gmail.com,1,2
CUS0000133,M000001,Ansh Bedi,Visakhapatnam,2024-03-04,yahoo.com,1,2
CUS0000134,M000001,Varun Taneja,Indore,2024-04-24,gmail.com,1,2
CUS0000135,M000001,Natarajan Hegde,Surat,2024-03-07,corporate.com,1,2
CUS0000136,M000001,Renu Mukherjee,Delhi,2024-04-09,gmail.com,1,1
CUS0000137,M000001,Shailesh Sundaram,Lucknow,2024-05-13,gmail.com,1,2
CUS0000138,M000001,Esha Banerjee,Chandigarh,2024-02-17,gmail.com,1,2
CUS0000139,M000001,Pranav Hegde,Kochi,2024-01-06,gmail.com,0,2
CUS0000140,M000001,Revathi Deshmukh,Nagpur,2024-06-09,corporate.com,1,2
CUS0000141,M000001,Damini Pandya,Ajmer,2024-09-12,outlook.com,1,3
CUS0000142,M000001,Ajay Roy,Ahmedabad,2024-04-20,outlook.com,1,1
CUS0000143,M000001,Urmila Vashisht,Bengaluru,2024-11-10,gmail.com,0,1
CUS0000144,M000001,Vishnu Agarwal,Jalandhar,2024-05-14,gmail.com,1,3
CUS0000145,M000001,Priyanka Sheikh,Pune,2024-11-24,gmail.com,0,1
CUS0000146,M000001,Vikrant Singh,Warangal,2024-03-27,gmail.com,0,3
CUS0000147,M000001,Yash Kadam,Jaipur,2024-07-15,gmail.com,0,2
CUS0000148,M000001,Radha Patil,Pune,2024-10-05,yahoo.com,1,1
CUS0000149,M000001,Praveen Shrivastav,Lucknow,2024-01-22,outlook.com,1,2
CUS0000150,M000001,Hemant Singhal,Nagpur,2024-12-05,gmail.com,1,2
CUS0000151,M000001,Swati Sodhi,Coimbatore,2024-05-13,corporate.com,0,2
CUS0000152,M000001,Rakesh Shetty,Mysuru,2024-06-30,yahoo.com,1,2
CUS0000153,M000001,Parag Roy,Kolkata,2024-08-17,gmail.com,1,1
CUS0000154,M000001,Rashmi Singhal,Pune,2024-08-22,gmail.com,1,1
CUS0000155,M000001,Sachin Pandya,Chandigarh,2024-01-09,yahoo.com,1,2
CUS0000156,M000001,Lata Taneja,Siliguri,2024-11-12,outlook.com,0,3
CUS0000157,M000001,Ramesh Bedi,Guntur,2024-08-15,corporate.com,1,3
CUS0000158,M000001,Varun Kurup,Bhavnagar,2024-12-30,gmail.com,1,3
CUS0000159,M000001,Bala Singhal,Bhavnagar,2024-06-21,gmail.com,1,3
CUS0000160,M000001,Nikhil Singh,Tirupati,2024-08-11,corporate.com,1,3
CUS0000161,M000001,Bhuvan Iyengar,Rourkela,2024-06-09,gmail.com,0,3
CUS0000162,M000001,Isha Trivedi,Jaipur,2024-11-20,outlook.com,0,2
CUS0000163,M000001,Ishita Bhasin,Chennai,2024-10-30,corporate.com,1,1
CUS0000164,M000001,Aishwarya Sandhu,Kolkata,2024-11-27,gmail.com,0,1
CUS0000165,M000001,Komal Pillai,Chennai,2024-07-03,gmail.com,0,1
CUS0000166,M000001,Radhika Nambiar,Lucknow,2024-10-15,outlook.com,1,2
CUS0000167,M000001,Varun Bose,Kochi,2024-05-10,outlook.com,1,2
CUS0000168,M000001,Shailesh Venkatesan,Kolkata,2024-06-17,gmail.com,0,1
CUS0000169,M000001,Ansh Bhasin,Kolkata,2024-10-04,corporate.com,1,1
CUS0000170,M000001,Prashant Patel,Kolkata,2024-01-30,outlook.com,1,1
CUS0000171,M000001,Amit Banerjee,Indore,2024-09-16,gmail.com,0,2
CUS0000172,M000001,Aditya Kaushik,Nagpur,2024-01-06,gmail.com,0,2
CUS0000173,M000001,Suhas Chawla,Bhopal,2024-07-30,outlook.com,1,2
CUS0000174,M000001,Darshan Varma,Mumbai,2024-06-23,corporate.com,1,1
CUS0000175,M000001,Pradeep Hegde,Hyderabad,2024-06-20,gmail.com,0,1
CUS0000176,M000001,Shoba Gaekwad,Coimbatore,2024-06-29,gmail.com,0,2
CUS0000177,M000001,Pallavi Gowda,Chandigarh,2024-06-28,gmail.com,1,2
CUS0000178,M000001,Ayush Kumar,Coimbatore,2024-05-28,gmail.com,0,2
CUS0000179,M000001,Rajesh Garg,Nagpur,2024-06-13,gmail.com,1,2
CUS0000180,M000001,Isha Mehta,Erode,2024-07-26,corporate.com,0,3
CUS0000181,M000001,Rishabh Kurup,Nagpur,2024-10-05,gmail.com,1,2
CUS0000182,M000001,Aniket Rao,Mumbai,2024-07-20,gmail.com,0,1
CUS0000183,M000001,Urmila Sodhi,Bengaluru,2024-08-22,corporate.com,1,1
CUS0000184,M000001,Rohan Iyengar,Kochi,2024-11-01,gmail.com,0,2
CUS0000185,M000001,Riya Kamath,Rourkela,2024-12-27,gmail.com,0,3
CUS0000186,M000001,Rajendra Ahuja,Indore,2024-02-09,yahoo.com,1,2
CUS0000187,M000001,Sunil Sharma,Bhavnagar,2024-09-17,gmail.com,1,3
CUS0000188,M000001,Sanjay Nambiar,Rourkela,2024-03-23,gmail.com,1,3
CUS0000189,M000001,Tanvi Kurup,Hyderabad,2024-03-12,gmail.com,1,1
CUS0000190,M000001,Yogendra Shetty,Chandigarh,2024-10-16,yahoo.com,1,2
CUS0000191,M000001,Neeru Pandya,Mumbai,2024-01-26,gmail.com,0,1
CUS0000192,M000001,Yogesh Kansal,Chennai,2024-11-05,outlook.com,1,1
CUS0000193,M000001,Ajay Mittal,Siliguri,2024-10-08,gmail.com,0,3
CUS0000194,M000001,Jaya Taneja,Tirupati,2024-12-29,corporate.com,0,3
CUS0000195,M000001,Darshan Nambiar,Lucknow,2024-08-31,outlook.com,1,2
CUS0000196,M000001,Mayank Kumar,Delhi,2024-11-14,gmail.com,1,1
CUS0000197,M000001,Ashish Tripathi,Jaipur,2024-02-13,outlook.com,0,2
CUS0000198,M000001,Ravi Sen,Jaipur,2024-11-20,gmail.com,0,2
CUS0000199,M000001,Upendra Krishnan,Pune,2024-02-28,gmail.com,1,1
CUS0000200,M000001,Janani Rao,Mumbai,2024-04-24,gmail.com,1,1
CUS0000201,M000001,Yogendra Swaminathan,Jalandhar,2024-02-16,outlook.com,0,3
CUS0000202,M000001,Aryan Tiwari,Chandigarh,2024-05-26,gmail.com,1,2
CUS0000203,M000001,Charu Gill,Bengaluru,2024-09-30,gmail.com,1,1
CUS0000204,M000001,Uday Dutta,Chandigarh,2024-04-07,outlook.com,1,2
CUS0000205,M000001,Harini Choudhury,Erode,2024-10-27,corporate.com,0,3
CUS0000206,M000001,Ramesh Kulkarni,Nagpur,2024-08-09,outlook.com,0,2
CUS0000207,M000001,Dinesh Joshi,Indore,2024-08-17,corporate.com,0,2
CUS0000208,M000001,Damini Sharma,Hyderabad,2024-12-08,gmail.com,0,1
CUS0000209,M000001,Siddharth Jain,Indore,2024-06-06,gmail.com,1,2
CUS0000210,M000001,Darshan Mehta,Bengaluru,2024-05-05,gmail.com,0,1
CUS0000211,M000001,Saroj Chopra,Pune,2024-12-29,yahoo.com,1,1
CUS0000212,M000001,Ishita Trivedi,Erode,2024-07-22,corporate.com,1,3
CUS0000213,M000001,Preetha Kumar,Pune,2024-08-12,corporate.com,1,1
CUS0000214,M000001,Ansh Gupta,Coimbatore,2024-04-18,outlook.com,0,2
CUS0000215,M000001,Kabir Reddy,Kochi,2024-03-19,outlook.com,0,2
CUS0000216,M000001,Vikrant Bose,Ahmedabad,2024-03-02,outlook.com,1,1
CUS0000217,M000001,Radhika Prabhu,Pune,2024-03-22,gmail.com,1,1
CUS0000218,M000001,Sneha Pandya,Chandigarh,2024-03-12,yahoo.com,0,2
CUS0000219,M000001,Ansh Kumar,Surat,2024-09-29,outlook.com,1,2
CUS0000220,M000001,Madhav Reddy,Mumbai,2024-01-22,gmail.com,1,1
CUS0000221,M000001,Nithya Narang,Mumbai,2024-08-17,gmail.com,1,1
CUS0000222,M000001,Sakshi Shrivastav,Delhi,2024-12-12,outlook.com,0,1
CUS0000223,M000001,Aakash Kaushik,Mumbai,2024-10-06,outlook.com,0,1
CUS0000224,M000001,Sanjay Pillai,Warangal,2024-05-27,outlook.com,1,3
CUS0000225,M000001,Darshan Rajput,Coimbatore,2024-01-22,yahoo.com,1,2
CUS0000226,M000001,Adarsh Bhasin,Erode,2024-10-31,gmail.com,0,3
CUS0000227,M000001,Bhakti Bhat,Mysuru,2024-01-02,gmail.com,1,2
CUS0000228,M000001,Pradeep Brar,Rourkela,2024-09-05,gmail.com,0,3
CUS0000229,M000001,Priyanka Tiwari,Bengaluru,2024-09-01,gmail.com,1,1
CUS0000230,M000001,Thangam Pandey,Ajmer,2024-03-11,gmail.com,1,3
CUS0000231,M000001,Fatima Bansal,Visakhapatnam,2024-09-27,outlook.com,1,2
CUS0000232,M000001,Jyoti Bose,Erode,2024-03-05,outlook.com,1,3
CUS0000233,M000001,Uma Chatterjee,Hyderabad,2024-03-23,gmail.com,1,1
CUS0000234,M000001,Rohan Panicker,Ahmedabad,2024-10-23,gmail.com,1,1
CUS0000235,M000001,Nithya Bose,Kolhapur,2024-12-23,gmail.com,1,3
CUS0000236,M000001,Rohan Tiwari,Kolkata,2024-04-06,gmail.com,1,1
CUS0000237,M000001,Adarsh Bedi,Chandigarh,2024-12-02,outlook.com,0,2
CUS0000238,M000001,Gaurav Vashisht,Mumbai,2024-11-29,gmail.com,1,1
CUS0000239,M000001,Deepthi Sawant,Bengaluru,2024-10-07,gmail.com,1,1
CUS0000240,M000001,Elango Rastogi,Mysuru,2024-02-21,outlook.com,1,2
CUS0000241,M000001,Fatima Ranganathan,Jalandhar,2024-04-19,gmail.com,1,3
CUS0000242,M000001,Raghu Das,Kolkata,2024-09-04,gmail.com,1,1
CUS0000243,M000001,Lokesh Bansal,Coimbatore,2024-12-30,yahoo.com,1,2
CUS0000244,M000001,Karan Suri,Ahmedabad,2024-10-24,corporate.com,1,1
CUS0000245,M000001,Darshan Yadav,Bhavnagar,2024-06-02,corporate.com,1,3
CUS0000246,M000001,Kabir Patel,Ahmedabad,2024-03-26,yahoo.com,1,1
CUS0000247,M000001,Shreyas Khan,Indore,2024-12-16,gmail.com,1,2
CUS0000248,M000001,Manju Jain,Kochi,2024-04-10,gmail.com,1,2
CUS0000249,M000001,Uma Choudhury,Indore,2024-05-04,gmail.com,1,2
CUS0000250,M000001,Yatin Swaminathan,Visakhapatnam,2024-12-18,outlook.com,1,2
CUS0000251,M000001,Rohan Iyer,Nagpur,2024-07-24,outlook.com,1,2
CUS0000252,M000001,Mina Menon,Hyderabad,2024-04-06,corporate.com,1,1
CUS0000253,M000001,Sanjay Bansal,Vadodara,2024-01-02,yahoo.com,0,2
CUS0000254,M000001,Adarsh Mahajan,Siliguri,2024-06-05,yahoo.com,0,3
CUS0000255,M000001,Jitendra Bhalla,Visakhapatnam,2024-12-25,gmail.com,0,2
CUS0000256,M000001,Chitra Gupta,Chandigarh,2024-06-06,yahoo.com,1,2
CUS0000257,M000001,Vaibhav Bose,Visakhapatnam,2024-09-12,outlook.com,1,2
CUS0000258,M000001,Madhav Shetty,Surat,2024-04-02,gmail.com,1,2
CUS0000259,M000001,Sakshi Singhal,Bengaluru,2024-10-10,outlook.com,0,1
CUS0000260,M000001,Bala Subramanian,Siliguri,2024-10-10,yahoo.com,0,3
CUS0000261,M000001,Pooja Ahuja,Jaipur,2024-08-10,gmail.com,0,2
CUS0000262,M000001,Manish Rajput,Mysuru,2024-10-08,gmail.com,1,2
CUS0000263,M000001,Deepak Patel,Bengaluru,2024-07-30,corporate.com,1,1
CUS0000264,M000001,Ankur Bedi,Kochi,2024-05-18,gmail.com,1,2
CUS0000265,M000001,Meera Shrivastav,Coimbatore,2024-09-26,yahoo.com,0,2
CUS0000266,M000001,Venkatesh Chopra,Mumbai,2024-10-31,gmail.com,0,1
CUS0000267,M000001,Sharda Dua,Kolkata,2024-11-02,yahoo.com,1,1
CUS0000268,M000001,Lakshmi Grewal,Kolhapur,2024-03-18,gmail.com,1,3
CUS0000269,M000001,Lakshmi Roy,Kolkata,2024-09-03,yahoo.com,0,1
CUS0000270,M000001,Radhika Kamath,Indore,2024-01-02,gmail.com,1,2
CUS0000271,M000001,Mukesh Singhal,Visakhapatnam,2024-07-27,gmail.com,0,2
CUS0000272,M000001,Akash Mahajan,Surat,2024-07-27,outlook.com,0,2
CUS0000273,M000001,Bhaskar Grewal,Mysuru,2024-05-12,outlook.com,1,2
CUS0000274,M000001,Damini Gaekwad,Erode,2024-12-28,corporate.com,1,3
CUS0000275,M000001,Saurav Varma,Indore,2024-11-18,yahoo.com,0,2
CUS0000276,M000001,Tushar Khanna,Warangal,2024-01-15,gmail.com,1,3
CUS0000277,M000001,Anushka Chopra,Siliguri,2024-03-17,outlook.com,0,3
CUS0000278,M000001,Kriti Reddy,Pune,2024-03-16,corporate.com,0,1
CUS0000279,M000001,Prashant Bhat,Kolhapur,2024-11-23,gmail.com,1,3
CUS0000280,M000001,Sakshi Trivedi,Nagpur,2024-07-08,gmail.com,1,2
CUS0000281,M000001,Revathi Agarwal,Coimbatore,2024-09-23,yahoo.com,0,2
CUS0000282,M000001,Kiran Pawar,Ajmer,2024-10-22,gmail.com,1,3
CUS0000283,M000001,Akshay Khan,Ajmer,2024-10-07,yahoo.com,1,3
CUS0000284,M000001,Chitra Nambiar,Siliguri,2024-02-02,corporate.com,0,3
CUS0000285,M000001,Garima Sodhi,Mumbai,2024-02-21,corporate.com,0,1
CUS0000286,M000001,Kriti Chatterjee,Guntur,2024-05-24,gmail.com,0,3
CUS0000287,M000001,Nirmala Shinde,Chandigarh,2024-05-03,outlook.com,1,2
CUS0000288,M000001,Ramesh Mukherjee,Jaipur,2024-09-29,gmail.com,0,2
CUS0000289,M000001,Amol Pandya,Indore,2024-02-27,gmail.com,1,2
CUS0000290,M000001,Deepak Venkatesan,Tirupati,2024-05-15,gmail.com,1,3
CUS0000291,M000001,Tushar Bhasin,Mysuru,2024-03-27,corporate.com,1,2
CUS0000292,M000001,Aniruddh Chatterjee,Visakhapatnam,2024-03-09,gmail.com,1,2
CUS0000293,M000001,Sushila Panicker,Hyderabad,2024-03-04,yahoo.com,1,1
CUS0000294,M000001,Rajesh Sandhu,Indore,2024-03-12,yahoo.com,0,2
CUS0000295,M000001,Mahesh Nanda,Pune,2024-07-24,gmail.com,1,1
CUS0000296,M000001,Hemant Kamath,Hyderabad,2024-05-29,outlook.com,1,1
CUS0000297,M000001,Priya Sundaram,Kolkata,2024-06-07,yahoo.com,1,1
CUS0000298,M000001,Leela Mahajan,Jaipur,2024-06-23,gmail.com,1,2
CUS0000299,M000001,Roopa Nair,Delhi,2024-09-27,yahoo.com,1,1
CUS0000300,M000001,Dhanush Grewal,Delhi,2024-11-10,gmail.com,1,1
CUS0000301,M000001,Kapil Pandey,Siliguri,2024-07-11,gmail.com,1,3
CUS0000302,M000001,Harini Trivedi,Rourkela,2024-08-22,gmail.com,0,3
CUS0000303,M000001,Pankaj Iyer,Indore,2024-09-26,corporate.com,1,2
CUS0000304,M000001,Radhika Ranganathan,Coimbatore,2024-09-08,gmail.com,1,2
CUS0000305,M000001,Aakash Tiwari,Bengaluru,2024-02-19,outlook.com,1,1
CUS0000306,M000001,Nalini Puri,Siliguri,2024-12-24,gmail.com,0,3
CUS0000307,M000001,Ashwin Kapoor,Chandigarh,2024-03-01,yahoo.com,1,2
CUS0000308,M000001,Leela Jindal,Lucknow,2024-05-30,gmail.com,1,2
CUS0000309,M000001,Rahul Nair,Mysuru,2024-08-26,gmail.com,0,2
CUS0000310,M000001,Yashoda Kapoor,Mumbai,2024-05-27,outlook.com,1,1
CUS0000311,M000001,Yatin Mahajan,Lucknow,2024-03-29,gmail.com,0,2
CUS0000312,M000001,Adarsh Pai,Chandigarh,2024-12-03,gmail.com,1,2
CUS0000313,M000001,Nalini Krishnan,Ahmedabad,2024-01-27,gmail.com,1,1
CUS0000314,M000001,Siddharth Garg,Jalandhar,2024-03-30,gmail.com,1,3
CUS0000315,M000001,Amrita Wadhwa,Rourkela,2024-12-28,outlook.com,1,3
CUS0000316,M000001,Suhas Bhasin,Bengaluru,2024-09-23,yahoo.com,1,1
CUS0000317,M000001,Ramya Suri,Bengaluru,2024-02-01,corporate.com,0,1
CUS0000318,M000001,Agastya Kamath,Visakhapatnam,2024-10-02,gmail.com,1,2
CUS0000319,M000001,Yogesh Rastogi,Ajmer,2024-12-19,corporate.com,1,3
